biome1,biome2,biome3,accession,experiment_type,platform,model
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12181014,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188292,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12180992,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188280,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12180976,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12181053,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12181025,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188296,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12181005,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188278,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188289,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188287,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12180975,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188270,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12180987,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188293,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188271,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188297,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12181001,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188275,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188274,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188279,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12180941,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188284,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188283,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188281,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12181052,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188276,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12180969,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188291,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12181009,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12181019,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188298,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17188290,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12181033,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR5237156,metagenomic,ILLUMINA,Illumina Genome Analyzer IIx
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12180997,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12181024,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12097446,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12097444,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12097445,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12097447,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12181058,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR10914161,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR10914156,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12181043,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR10914157,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR10914165,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12181038,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR10914164,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12181046,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR10914160,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR10914158,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12180989,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR10914163,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR12180949,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR10914154,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR10914162,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR10914159,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267069,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267059,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267054,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267043,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267052,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17134013,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17134012,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267048,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17134011,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17134010,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR17134014,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267050,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287213,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267049,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267042,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287242,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287234,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287195,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287244,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267061,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287214,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287221,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267064,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287212,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287215,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267062,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287235,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267063,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287225,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267070,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287201,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287198,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267073,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287199,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267076,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287200,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267051,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287222,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267075,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287236,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267079,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287205,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267081,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287217,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287237,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267068,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287220,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267056,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287204,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287241,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267080,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267067,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287194,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287209,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287229,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267053,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287232,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287226,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287223,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267057,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287210,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267047,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267066,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287230,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287239,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287245,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267046,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287196,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287219,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287247,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267071,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287246,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267058,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287216,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267074,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267072,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287218,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267077,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR7287197,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR11267065,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR18079824,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR18079818,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR18079829,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR18079819,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR18079822,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR18079830,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR18079826,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR18079825,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR18079827,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,SRR18079820,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,ERR2696422,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,ERR2696421,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,ERR2696424,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,ERR2696423,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,ERR2696426,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,ERR2696425,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,ERR2696428,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,ERR2696427,metagenomic,ILLUMINA,unspecified
Host-associated,Host-associated:Insecta,Host-associated:Insecta:Digestive system,DRR019499,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR6415005,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR6415003,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2107177,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2107176,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2107213,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2107212,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2107179,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2107178,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2107210,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2107133,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2107128,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2107175,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2107174,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2107216,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2107219,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2107218,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2107181,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2107182,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR7110452,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR7110451,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR5924194,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR5924453,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR5924454,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2308827,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR2308974,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR5166508,metagenomic,ILLUMINA,Illumina HiSeq 4000
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR1702231,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR5007354,metagenomic,ILLUMINA,Illumina HiSeq 2500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR5465817,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR5465818,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR1763381,metagenomic,ILLUMINA,Illumina HiSeq 2500
Engineered,Engineered:Wastewater,Engineered:Wastewater:Activated Sludge,SRR1763383,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR3357640,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR3357570,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR3357581,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR3357629,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR3357531,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR3357626,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR3357634,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR3357578,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR3357630,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR3357635,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR3357638,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR3357521,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR3357553,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR3357590,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR3357551,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR3357552,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604477,metagenomic,ILLUMINA,Illumina HiSeq 2500
