query,p_genome,avg_abund,p_metag,metagenome name,accession,biome2
hg38.all,0.00%,1.5,0.00%,SRR13256662,SRR13256662,Host-associated:Insecta
hg38.all,0.00%,2.1,0.10%,SRR16350272,SRR16350272,Host-associated:Mammals
hg38.all,0.10%,10.4,0.10%,ERR599020,ERR599020,Environmental:Aquatic
hg38.all,0.00%,4.2,0.20%,SRR16348845,SRR16348845,Host-associated:Mammals
hg38.all,0.00%,4.0,0.00%,SRR3933375,SRR3933375,Environmental:Aquatic
hg38.all,0.00%,1.3,0.00%,ERR479022,ERR479022,Host-associated:Mammals
hg38.all,0.00%,4.0,0.10%,SRR17188295,SRR17188295,Host-associated:Insecta
hg38.all,0.00%,2.0,0.00%,ERR2241832,ERR2241832,Host-associated:Animal
hg38.all,0.20%,7.9,0.20%,SRR9182858,SRR9182858,Host-associated:Invertebrates
hg38.all,0.00%,3.4,0.00%,ERR9465701,ERR9465701,Host-associated:Mammals
hg38.all,0.10%,1.5,0.20%,ERR2808666,ERR2808666,Engineered:Wastewater
hg38.all,1.00%,1.8,0.20%,ERR2592250,ERR2592250,Engineered:Wastewater
hg38.all,0.00%,21.0,0.00%,ERR2200468,ERR2200468,Host-associated:Mammals
hg38.all,0.10%,17.8,0.40%,SRR12651209,SRR12651209,Host-associated:Fish
hg38.all,0.00%,1.9,0.10%,ERR1470825,ERR1470825,Engineered:Wastewater
hg38.all,0.00%,1.6,0.00%,SRR19721634,SRR19721634,Host-associated:Mammals
hg38.all,0.00%,1.1,0.00%,SRR7664956,SRR7664956,Host-associated:Mammals
hg38.all,0.10%,1.6,0.30%,ERR2607385,ERR2607385,Engineered:Wastewater
hg38.all,0.10%,1.8,1.40%,ERR2607398,ERR2607398,Engineered:Wastewater
hg38.all,0.00%,2.0,0.00%,ERR1877475,ERR1877475,Engineered:Modeled
hg38.all,0.00%,27.0,0.10%,ERR599030,ERR599030,Environmental:Aquatic
hg38.all,0.00%,4.5,0.10%,SRR14862895,SRR14862895,Host-associated:Mammals
hg38.all,0.00%,1.0,0.00%,ERR911239,ERR911239,Environmental:Terrestrial
hg38.all,0.10%,6.8,0.30%,SRR17257172,SRR17257172,Host-associated:Mammals
hg38.all,0.00%,1.4,0.00%,ERR2683626,ERR2683626,Environmental:Aquatic
hg38.all,0.00%,3.0,0.00%,SRR3988368,SRR3988368,Environmental:Aquatic
hg38.all,0.00%,1.6,0.00%,SRR6028522,SRR6028522,Host-associated:Human
hg38.all,0.10%,1.9,0.20%,ERR3593047,ERR3593047,Host-associated:Human
hg38.all,0.00%,14.8,0.40%,SRR13753906,SRR13753906,Host-associated:Mammals
hg38.all,0.10%,1.5,0.00%,ERR594393,ERR594393,Environmental:Aquatic
hg38.all,0.00%,1.7,0.00%,SRR15431164,SRR15431164,Host-associated:Mammals
hg38.all,0.00%,3.2,0.10%,SRR14920960,SRR14920960,Host-associated:Mammals
hg38.all,0.00%,3.6,0.00%,SRR6514659,SRR6514659,Engineered:Food production
hg38.all,0.40%,16.2,1.80%,ERR2592342,ERR2592342,Engineered:Wastewater
hg38.all,0.10%,2.0,0.00%,SRR10527386,SRR10527386,Host-associated:Plants
hg38.all,0.30%,10.7,0.60%,SRR18439528,SRR18439528,Host-associated:Mammals
hg38.all,0.10%,1.5,0.20%,ERR3593114,ERR3593114,Host-associated:Human
hg38.all,0.00%,1.7,0.00%,SRR13840096,SRR13840096,Host-associated:Mammals
hg38.all,0.00%,1.5,0.00%,ERR5917020,ERR5917020,Host-associated:Mammals
hg38.all,0.00%,7.5,0.00%,SRR1024013,SRR1024013,Engineered:Bioreactor
hg38.all,0.00%,30.9,0.30%,SRR5924853,SRR5924853,Environmental:Aquatic
hg38.all,0.00%,1.8,0.00%,SRR10810040,SRR10810040,Host-associated:Insecta
hg38.all,0.00%,2.0,0.00%,SRR1633011,SRR1633011,Host-associated:Human
hg38.all,0.00%,2.0,0.00%,ERR478992,ERR478992,Host-associated:Mammals
hg38.all,0.00%,1.6,0.00%,SRR7287210,SRR7287210,Host-associated:Insecta
hg38.all,0.00%,2.2,0.00%,ERR1201173,ERR1201173,Environmental:Aquatic
hg38.all,0.00%,3.5,0.00%,ERR4398769,ERR4398769,Host-associated:Animal
hg38.all,0.00%,1.6,0.10%,ERR2808655,ERR2808655,Engineered:Wastewater
hg38.all,0.10%,71.0,2.80%,ERR2607376,ERR2607376,Engineered:Wastewater
hg38.all,0.00%,1.2,0.00%,SRR7610129,SRR7610129,Host-associated:Fish
hg38.all,0.00%,2.0,0.00%,SRR3989366,SRR3989366,Environmental:Aquatic
hg38.all,0.00%,9.9,0.10%,SRR12180956,SRR12180956,Host-associated:Insecta
hg38.all,0.10%,4.6,0.10%,SRR12180959,SRR12180959,Host-associated:Insecta
hg38.all,0.10%,1.9,0.00%,ERR2607379,ERR2607379,Engineered:Wastewater
hg38.all,0.20%,9.0,0.50%,SRR18439534,SRR18439534,Host-associated:Mammals
hg38.all,0.00%,7.5,0.10%,ERR2607475,ERR2607475,Engineered:Wastewater
hg38.all,0.10%,4.0,17.70%,SRR1166572,SRR1166572,Host-associated:Human
hg38.all,0.00%,3.0,0.00%,SRR5808808,SRR5808808,Environmental:Aquatic
hg38.all,0.00%,3.8,0.10%,SRR15214592,SRR15214592,Host-associated:Mammals
hg38.all,0.00%,1.2,5.30%,ERR5084145,ERR5084145,Host-associated:Human
hg38.all,0.00%,4.5,0.00%,SRR9182870,SRR9182870,Host-associated:Invertebrates
hg38.all,0.00%,2.2,0.00%,SRR2107176,SRR2107176,Engineered:Wastewater
hg38.all,0.00%,3.9,0.10%,ERR1868855,ERR1868855,Host-associated:Fish
hg38.all,0.00%,11.6,0.10%,SRR1917152,SRR1917152,Engineered:Lab enrichment
hg38.all,0.00%,5.8,0.10%,SRR13827508,SRR13827508,Host-associated:Mammals
hg38.all,0.00%,1.9,0.10%,ERR1525445,ERR1525445,Engineered:Wastewater
hg38.all,0.10%,13.8,0.20%,ERR2241889,ERR2241889,Host-associated:Animal
hg38.all,0.00%,7.2,0.10%,SRR12181010,SRR12181010,Host-associated:Insecta
hg38.all,0.00%,1.4,0.00%,ERR3340889,ERR3340889,Host-associated:Birds
hg38.all,0.10%,153.9,1.70%,ERR2245478,ERR2245478,Host-associated:Animal
hg38.all,0.00%,4.2,0.00%,SRR12456161,SRR12456161,Host-associated:Fish
hg38.all,0.00%,1.6,0.10%,ERR732785,ERR732785,Host-associated:Human
hg38.all,0.00%,1.9,0.00%,SRR7287217,SRR7287217,Host-associated:Insecta
hg38.all,0.00%,1.6,0.00%,SRR7287213,SRR7287213,Host-associated:Insecta
hg38.all,0.00%,3.7,0.00%,SRR10914157,SRR10914157,Host-associated:Insecta
hg38.all,0.00%,6.5,0.00%,SRR17188290,SRR17188290,Host-associated:Insecta
hg38.all,0.00%,2.9,0.10%,SRR14920939,SRR14920939,Host-associated:Mammals
hg38.all,0.00%,7.5,0.00%,SRR490746,SRR490746,Engineered:Bioreactor
hg38.all,0.10%,2.0,0.20%,SRR12908322,SRR12908322,Engineered:Lab enrichment
hg38.all,0.00%,4.2,0.00%,SRR5808827,SRR5808827,Environmental:Aquatic
hg38.all,0.00%,6.4,0.00%,ERR3440669,ERR3440669,Environmental:Aquatic
hg38.all,0.00%,2.0,0.00%,SRR6323448,SRR6323448,Host-associated:Birds
hg38.all,0.00%,2.0,0.00%,SRR3988593,SRR3988593,Environmental:Aquatic
hg38.all,0.40%,3.1,0.20%,SRR12180949,SRR12180949,Host-associated:Insecta
hg38.all,0.00%,1.0,0.00%,SRR3988407,SRR3988407,Environmental:Aquatic
hg38.all,0.00%,2.0,0.00%,SRR1631041,SRR1631041,Host-associated:Human
hg38.all,0.00%,8.8,0.10%,ERR5385024,ERR5385024,Host-associated:Plants
hg38.all,0.00%,2.7,0.00%,ERR2241722,ERR2241722,Host-associated:Animal
hg38.all,0.20%,10.9,0.50%,SRR18439545,SRR18439545,Host-associated:Mammals
hg38.all,0.00%,3.2,0.00%,ERR2241772,ERR2241772,Host-associated:Animal
hg38.all,0.00%,1.2,0.00%,ERR748021,ERR748021,Host-associated:Human
hg38.all,0.10%,125.4,1.50%,ERR2245459,ERR2245459,Host-associated:Animal
hg38.all,0.10%,3.2,0.10%,ERR4398706,ERR4398706,Host-associated:Animal
hg38.all,0.00%,1.0,0.00%,SRR5790570,SRR5790570,Host-associated:Mammals
hg38.all,0.00%,20.2,0.10%,SRR6038390,SRR6038390,Host-associated:Human
hg38.all,0.00%,1.9,0.00%,ERR2597442,ERR2597442,Host-associated:Mammals
hg38.all,0.00%,9.1,0.10%,SRR12181013,SRR12181013,Host-associated:Insecta
hg38.all,0.00%,1.7,0.10%,SRR3183656,SRR3183656,Host-associated:Human
hg38.all,0.00%,1.0,0.00%,SRR3988374,SRR3988374,Environmental:Aquatic
hg38.all,0.20%,6.5,0.30%,ERR2241736,ERR2241736,Host-associated:Animal
hg38.all,0.00%,1.0,0.00%,SRR3211752,SRR3211752,Environmental:Aquatic
hg38.all,0.00%,2.8,0.10%,SRR13840120,SRR13840120,Host-associated:Mammals
hg38.all,0.00%,2.0,0.00%,SRR1632442,SRR1632442,Host-associated:Human
hg38.all,0.00%,1.3,0.10%,ERR2683607,ERR2683607,Environmental:Aquatic
hg38.all,0.30%,2.4,0.30%,ERR5094888,ERR5094888,Host-associated:Fish
hg38.all,0.10%,1.6,0.10%,ERR2592252,ERR2592252,Engineered:Wastewater
hg38.all,0.00%,2.0,0.00%,SRR6713636,SRR6713636,Engineered:Solid waste
hg38.all,0.00%,7.9,0.10%,SRR12181047,SRR12181047,Host-associated:Insecta
hg38.all,0.00%,12.3,0.10%,ERR2241817,ERR2241817,Host-associated:Animal
hg38.all,0.00%,9.6,0.00%,ERR4869791,ERR4869791,Environmental:Aquatic
hg38.all,0.10%,2.2,0.10%,SRR10527392,SRR10527392,Host-associated:Plants
hg38.all,0.70%,1.8,0.50%,ERR2592280,ERR2592280,Engineered:Wastewater
hg38.all,0.00%,1.5,0.00%,SRR7191292,SRR7191292,Engineered:Wastewater
hg38.all,0.00%,3.2,0.00%,SRR11267068,SRR11267068,Host-associated:Insecta
hg38.all,0.00%,2.1,0.00%,ERR2592273,ERR2592273,Engineered:Wastewater
hg38.all,0.00%,3.1,0.20%,SRR16350271,SRR16350271,Host-associated:Mammals
hg38.all,0.20%,1.8,0.30%,ERR2607413,ERR2607413,Engineered:Wastewater
hg38.all,0.10%,1.3,0.40%,SRR5382248,SRR5382248,Host-associated:Mammals
hg38.all,0.10%,1.6,0.10%,SRR18079825,SRR18079825,Host-associated:Insecta
hg38.all,0.00%,1.9,0.20%,ERR5916884,ERR5916884,Host-associated:Mammals
hg38.all,0.00%,2.0,0.00%,SRR6323352,SRR6323352,Host-associated:Birds
hg38.all,0.00%,2.1,0.00%,ERR2607401,ERR2607401,Engineered:Wastewater
hg38.all,0.00%,4.1,0.00%,SRR17255002,SRR17255002,Host-associated:Plants
hg38.all,0.00%,1.0,0.00%,ERR480519,ERR480519,Host-associated:Mammals
hg38.all,0.00%,1.7,0.00%,ERR3592995,ERR3592995,Host-associated:Human
hg38.all,0.00%,1.0,0.00%,SRR1161016,SRR1161016,Host-associated:Human
hg38.all,63.40%,6.4,84.10%,SRR4420318,SRR4420318,Host-associated:Human
hg38.all,0.10%,6.0,0.10%,SRR1919339,SRR1919339,Engineered:Lab enrichment
hg38.all,0.00%,3.5,0.00%,ERR3155589,ERR3155589,Engineered:Solid waste
hg38.all,0.00%,5.3,0.00%,SRR17188285,SRR17188285,Host-associated:Insecta
hg38.all,0.00%,1.5,0.00%,SRR18825467,SRR18825467,Host-associated:Mammals
hg38.all,15.60%,12.6,66.00%,SRR4420319,SRR4420319,Host-associated:Human
hg38.all,0.80%,1.5,1.80%,SRR6415003,SRR6415003,Engineered:Wastewater
hg38.all,0.00%,3.7,0.00%,SRR11267047,SRR11267047,Host-associated:Insecta
hg38.all,0.00%,1.9,0.10%,SRR12272206,SRR12272206,Host-associated:Mammals
hg38.all,0.10%,1.7,0.20%,ERR2808656,ERR2808656,Engineered:Wastewater
hg38.all,0.00%,2.3,0.00%,ERR4398803,ERR4398803,Host-associated:Animal
hg38.all,0.00%,2.8,0.00%,SRR8224501,SRR8224501,Engineered:Wastewater
hg38.all,0.00%,1.7,0.00%,ERR2683643,ERR2683643,Environmental:Aquatic
hg38.all,0.00%,1.9,0.00%,SRR19715301,SRR19715301,Host-associated:Mammals
hg38.all,0.00%,1.0,0.10%,ERR346326,ERR346326,Host-associated:Mammals
hg38.all,0.00%,33.3,0.20%,ERR2241846,ERR2241846,Host-associated:Animal
hg38.all,0.10%,5.0,0.20%,SRR12641934,SRR12641934,Host-associated:Mammals
hg38.all,0.00%,1.7,0.00%,SRR4048937,SRR4048937,Environmental:Aquatic
hg38.all,0.00%,1.5,0.00%,SRR3211791,SRR3211791,Environmental:Aquatic
hg38.all,0.00%,6.2,0.10%,ERR2709810,ERR2709810,Host-associated:Plants
hg38.all,0.40%,1.8,0.40%,ERR2607387,ERR2607387,Engineered:Wastewater
hg38.all,0.10%,11.9,0.60%,ERR2592334,ERR2592334,Engineered:Wastewater
hg38.all,1.10%,26.2,3.10%,ERR4691789,ERR4691789,Environmental:Aquatic
hg38.all,0.00%,1.2,0.00%,SRR15429248,SRR15429248,Host-associated:Mammals
hg38.all,0.00%,1.0,0.00%,SRR18825482,SRR18825482,Host-associated:Mammals
hg38.all,2.20%,2.0,0.30%,SRR17794259,SRR17794259,Host-associated:Mammals
hg38.all,0.00%,5.6,0.10%,SRR17257136,SRR17257136,Host-associated:Mammals
hg38.all,0.00%,2.3,0.10%,SRR5574506,SRR5574506,Host-associated:Mammals
hg38.all,0.00%,16.5,0.10%,ERR5954416,ERR5954416,Environmental:Aquatic
hg38.all,0.00%,4.3,0.10%,ERR2144898,ERR2144898,Host-associated:Plants
hg38.all,0.00%,1.6,0.00%,ERR1525439,ERR1525439,Engineered:Wastewater
hg38.all,0.00%,1.9,0.00%,SRR7191290,SRR7191290,Engineered:Wastewater
hg38.all,0.30%,2.3,0.10%,ERR2241637,ERR2241637,Host-associated:Animal
hg38.all,0.00%,2.1,1.00%,ERR3285619,ERR3285619,Host-associated:Mammals
hg38.all,0.00%,9.1,0.40%,SRR6038404,SRR6038404,Host-associated:Human
hg38.all,0.00%,1.5,0.00%,ERR1467147,ERR1467147,Engineered:Wastewater
hg38.all,0.00%,7.0,0.00%,ERR1877476,ERR1877476,Engineered:Modeled
hg38.all,0.00%,2.6,0.10%,ERR2784784,ERR2784784,Host-associated:Human
hg38.all,0.00%,1.0,0.00%,SRR1631316,SRR1631316,Host-associated:Human
hg38.all,0.20%,10.2,0.50%,SRR18439540,SRR18439540,Host-associated:Mammals
hg38.all,0.10%,2.9,0.10%,SRR14629566,SRR14629566,Host-associated:Mammals
hg38.all,0.00%,1.6,0.00%,ERR2592249,ERR2592249,Engineered:Wastewater
hg38.all,0.00%,1.2,0.00%,SRR1491081,SRR1491081,Host-associated:Human
hg38.all,0.00%,1.7,0.00%,ERR3155591,ERR3155591,Engineered:Solid waste
hg38.all,0.00%,1.9,0.00%,SRR3184093,SRR3184093,Host-associated:Human
hg38.all,0.00%,2.6,0.00%,ERR2241858,ERR2241858,Host-associated:Animal
hg38.all,0.00%,2.0,0.10%,ERR1514428,ERR1514428,Engineered:Wastewater
hg38.all,0.00%,1.6,0.00%,SRR18079826,SRR18079826,Host-associated:Insecta
hg38.all,0.10%,4.0,0.50%,ERR5094849,ERR5094849,Host-associated:Fish
hg38.all,0.00%,2.3,0.10%,ERR2696421,ERR2696421,Host-associated:Insecta
hg38.all,0.00%,37.3,0.20%,ERR4869820,ERR4869820,Environmental:Aquatic
hg38.all,0.00%,1.5,0.00%,SRR2107179,SRR2107179,Engineered:Wastewater
hg38.all,0.10%,5.5,0.30%,ERR2607491,ERR2607491,Engineered:Wastewater
hg38.all,0.00%,1.0,0.00%,ERR5084188,ERR5084188,Host-associated:Human
hg38.all,0.00%,1.3,0.00%,SRR9113724,SRR9113724,Host-associated:Birds
hg38.all,0.40%,1.7,0.30%,ERR2592246,ERR2592246,Engineered:Wastewater
hg38.all,0.40%,1.5,0.20%,ERR2094170,ERR2094170,Environmental:Aquatic
hg38.all,0.00%,1.8,0.00%,SRR10810035,SRR10810035,Host-associated:Insecta
hg38.all,0.00%,15.3,0.10%,SRR12097446,SRR12097446,Host-associated:Insecta
hg38.all,0.10%,14.8,0.20%,ERR2241913,ERR2241913,Host-associated:Animal
hg38.all,0.00%,5.4,0.10%,ERR2709769,ERR2709769,Host-associated:Plants
hg38.all,0.00%,1.0,0.00%,SRR3988602,SRR3988602,Environmental:Aquatic
hg38.all,0.00%,1.8,0.00%,SRR12377472,SRR12377472,Host-associated:Mammals
hg38.all,0.10%,4.0,0.10%,SRR15604608,SRR15604608,Host-associated:Mammals
hg38.all,0.10%,3.3,0.20%,SRR17188297,SRR17188297,Host-associated:Insecta
hg38.all,0.00%,3.1,0.10%,SRR15431169,SRR15431169,Host-associated:Mammals
hg38.all,0.10%,50.4,3.20%,ERR2607420,ERR2607420,Engineered:Wastewater
hg38.all,0.00%,1.7,0.00%,SRR19721631,SRR19721631,Host-associated:Mammals
hg38.all,0.10%,3.8,20.80%,SRR1162581,SRR1162581,Host-associated:Human
hg38.all,0.00%,5.2,0.00%,SRR9182867,SRR9182867,Host-associated:Invertebrates
hg38.all,0.00%,2.7,0.00%,SRR15604533,SRR15604533,Host-associated:Mammals
hg38.all,0.00%,1.9,0.10%,ERR1467142,ERR1467142,Engineered:Wastewater
hg38.all,0.00%,11.9,0.10%,SRR1916840,SRR1916840,Engineered:Lab enrichment
hg38.all,0.10%,6.4,0.10%,SRR12181022,SRR12181022,Host-associated:Insecta
hg38.all,0.00%,1.3,0.00%,SRR1873839,SRR1873839,Engineered:Food production
hg38.all,0.00%,1.5,0.00%,ERR1562574,ERR1562574,Host-associated:Mammals
hg38.all,0.00%,3.7,0.00%,SRR11615782,SRR11615782,Host-associated:Human
hg38.all,0.00%,9.7,0.00%,SRR5808824,SRR5808824,Environmental:Aquatic
hg38.all,0.00%,10.1,0.10%,SRR3017103,SRR3017103,Engineered:Food production
hg38.all,0.00%,2.0,0.00%,SRR5574507,SRR5574507,Host-associated:Mammals
hg38.all,0.00%,1.9,0.00%,ERR2592269,ERR2592269,Engineered:Wastewater
hg38.all,0.00%,19.0,0.20%,SRR5164238,SRR5164238,Host-associated:Human
hg38.all,0.00%,1.3,0.00%,SRR3989373,SRR3989373,Environmental:Aquatic
hg38.all,0.00%,3.2,0.00%,ERR2241809,ERR2241809,Host-associated:Animal
hg38.all,0.00%,1.0,0.00%,SRR8114137,SRR8114137,Host-associated:Human
hg38.all,0.00%,20.7,0.10%,ERR4869778,ERR4869778,Environmental:Aquatic
hg38.all,0.10%,4.1,0.10%,ERR2241790,ERR2241790,Host-associated:Animal
hg38.all,0.00%,1.1,0.00%,SRR7664992,SRR7664992,Host-associated:Mammals
hg38.all,0.00%,1.4,0.00%,SRR1873831,SRR1873831,Engineered:Food production
hg38.all,0.00%,30.0,0.30%,SRR5916712,SRR5916712,Environmental:Aquatic
hg38.all,0.00%,7.9,0.00%,SRR1522973,SRR1522973,Environmental:Aquatic
hg38.all,0.00%,1.4,0.00%,SRR12272140,SRR12272140,Host-associated:Mammals
hg38.all,0.20%,1.9,0.20%,ERR2607494,ERR2607494,Engineered:Wastewater
hg38.all,0.00%,3.2,0.00%,SRR14862910,SRR14862910,Host-associated:Mammals
hg38.all,0.00%,8.4,0.00%,SRR12358625,SRR12358625,Host-associated:Mammals
hg38.all,0.00%,2.1,0.00%,SRR14698353,SRR14698353,Host-associated:Mammals
hg38.all,0.00%,1.3,0.00%,ERR3340878,ERR3340878,Host-associated:Birds
hg38.all,0.00%,1.2,0.00%,SRR15429249,SRR15429249,Host-associated:Mammals
hg38.all,0.10%,1.5,0.20%,ERR2607407,ERR2607407,Engineered:Wastewater
hg38.all,0.00%,1.3,0.00%,ERR5917017,ERR5917017,Host-associated:Mammals
hg38.all,0.00%,1.8,0.30%,SRR18825440,SRR18825440,Host-associated:Mammals
hg38.all,0.00%,2.0,0.00%,ERR5916870,ERR5916870,Host-associated:Mammals
hg38.all,0.00%,1.2,0.20%,ERR5084080,ERR5084080,Host-associated:Human
hg38.all,0.00%,6.8,0.10%,SRR5788065,SRR5788065,Environmental:Aquatic
hg38.all,0.00%,1.8,0.00%,SRR3017089,SRR3017089,Engineered:Food production
hg38.all,0.20%,4.1,1.70%,ERR1868853,ERR1868853,Host-associated:Fish
hg38.all,0.10%,10.4,0.10%,ERR1726799,ERR1726799,Environmental:Aquatic
hg38.all,0.00%,3.5,0.00%,ERR2144894,ERR2144894,Host-associated:Plants
hg38.all,0.00%,2.3,0.10%,ERR2607380,ERR2607380,Engineered:Wastewater
hg38.all,0.00%,2.7,0.00%,DRR163690,DRR163690,Environmental:Aquatic
hg38.all,0.00%,8.5,0.10%,SRR3017099,SRR3017099,Engineered:Food production
hg38.all,0.10%,5.5,0.10%,SRR12181034,SRR12181034,Host-associated:Insecta
hg38.all,0.00%,2.7,0.00%,ERR2696812,ERR2696812,Engineered:Modeled
hg38.all,0.20%,1.8,1.50%,ERR2764821,ERR2764821,Host-associated:Human
hg38.all,0.00%,1.7,0.00%,SRR13256670,SRR13256670,Host-associated:Insecta
hg38.all,0.00%,2.0,0.00%,SRR3188783,SRR3188783,Host-associated:Human
hg38.all,0.00%,3.4,0.00%,SRR6311223,SRR6311223,Environmental:Aquatic
hg38.all,0.40%,1.7,0.30%,ERR2592282,ERR2592282,Engineered:Wastewater
hg38.all,0.10%,2.0,0.20%,SRR19721643,SRR19721643,Host-associated:Mammals
hg38.all,0.00%,8.6,0.00%,ERR2241800,ERR2241800,Host-associated:Animal
hg38.all,0.00%,12.7,0.10%,SRR12180997,SRR12180997,Host-associated:Insecta
hg38.all,0.10%,1.3,0.40%,SRR5382232,SRR5382232,Host-associated:Mammals
hg38.all,0.30%,1.7,0.40%,ERR2592270,ERR2592270,Engineered:Wastewater
hg38.all,0.00%,2.0,0.00%,SRR3211775,SRR3211775,Environmental:Aquatic
hg38.all,0.00%,151.0,0.10%,SRR6323442,SRR6323442,Host-associated:Birds
hg38.all,0.00%,2.3,0.00%,SRR7287195,SRR7287195,Host-associated:Insecta
hg38.all,0.20%,3.5,0.10%,ERR4398828,ERR4398828,Host-associated:Animal
hg38.all,0.00%,1.0,0.00%,DRR042462,DRR042462,Host-associated:Human
hg38.all,0.00%,6.7,0.00%,SRR490747,SRR490747,Engineered:Bioreactor
hg38.all,0.30%,1.5,0.20%,ERR2094167,ERR2094167,Environmental:Aquatic
hg38.all,0.10%,1.4,0.10%,ERR2808651,ERR2808651,Engineered:Wastewater
hg38.all,1.80%,1.8,12.70%,SRR6216717,SRR6216717,Host-associated:Human
hg38.all,1.10%,1.7,0.50%,ERR2607373,ERR2607373,Engineered:Wastewater
hg38.all,0.30%,1.7,0.10%,ERR2094166,ERR2094166,Environmental:Aquatic
hg38.all,0.00%,2.7,0.00%,ERR2241645,ERR2241645,Host-associated:Animal
hg38.all,0.10%,2.0,0.00%,ERR2241679,ERR2241679,Host-associated:Animal
hg38.all,0.00%,3.8,0.00%,SRR11267072,SRR11267072,Host-associated:Insecta
hg38.all,0.00%,1.5,0.10%,ERR1543794,ERR1543794,Host-associated:Birds
hg38.all,0.00%,2.0,0.00%,SRR1631320,SRR1631320,Host-associated:Human
hg38.all,0.10%,5.4,0.10%,SRR12180971,SRR12180971,Host-associated:Insecta
hg38.all,0.10%,2.4,0.10%,ERR4398723,ERR4398723,Host-associated:Animal
hg38.all,0.00%,2.0,0.00%,SRR3988590,SRR3988590,Environmental:Aquatic
hg38.all,0.10%,12.6,2.30%,ERR5094848,ERR5094848,Host-associated:Fish
hg38.all,0.00%,2.8,0.00%,SRR15604496,SRR15604496,Host-associated:Mammals
hg38.all,0.00%,3.4,0.00%,ERR2241717,ERR2241717,Host-associated:Animal
hg38.all,0.00%,1.8,0.00%,SRR10810005,SRR10810005,Host-associated:Insecta
hg38.all,0.10%,6.4,0.10%,SRR12180996,SRR12180996,Host-associated:Insecta
hg38.all,0.00%,2.5,0.10%,ERR5094891,ERR5094891,Host-associated:Fish
hg38.all,0.00%,8.8,0.10%,SRR12181029,SRR12181029,Host-associated:Insecta
hg38.all,0.00%,1.3,0.00%,SRR2107128,SRR2107128,Engineered:Wastewater
hg38.all,0.00%,1.5,0.00%,ERR2696810,ERR2696810,Engineered:Modeled
hg38.all,0.00%,9.3,0.00%,SRR9219374,SRR9219374,Host-associated:Invertebrates
hg38.all,0.00%,1.0,0.00%,SRR3188781,SRR3188781,Host-associated:Human
hg38.all,0.00%,1.0,0.00%,SRR1491568,SRR1491568,Host-associated:Human
hg38.all,0.00%,2.8,0.10%,ERR2592279,ERR2592279,Engineered:Wastewater
hg38.all,0.00%,3.0,0.00%,ERR2696427,ERR2696427,Host-associated:Insecta
hg38.all,0.10%,1.5,0.10%,ERR2619760,ERR2619760,Host-associated:Human
hg38.all,0.00%,1.3,0.00%,SRR7664987,SRR7664987,Host-associated:Mammals
hg38.all,0.00%,1.6,0.00%,SRR13256652,SRR13256652,Host-associated:Insecta
hg38.all,0.10%,1.6,0.20%,ERR2607482,ERR2607482,Engineered:Wastewater
hg38.all,0.00%,1.0,0.00%,SRR13840021,SRR13840021,Host-associated:Mammals
hg38.all,0.00%,1.3,0.00%,SRR12270104,SRR12270104,Host-associated:Mammals
hg38.all,0.00%,13.9,0.10%,ERR4869768,ERR4869768,Environmental:Aquatic
hg38.all,0.00%,4.3,0.00%,SRR13256656,SRR13256656,Host-associated:Insecta
hg38.all,0.10%,2.3,0.50%,SRR16632770,SRR16632770,Host-associated:Mammals
hg38.all,0.00%,5.5,0.00%,SRR490744,SRR490744,Engineered:Bioreactor
hg38.all,0.00%,1.8,0.00%,ERR2597468,ERR2597468,Host-associated:Mammals
hg38.all,0.00%,1.1,0.00%,ERR2696424,ERR2696424,Host-associated:Insecta
hg38.all,0.00%,1.8,0.00%,SRR19721635,SRR19721635,Host-associated:Mammals
hg38.all,0.00%,1.8,0.00%,ERR1543994,ERR1543994,Host-associated:Human
hg38.all,0.00%,1.4,0.00%,SRR7664984,SRR7664984,Host-associated:Mammals
hg38.all,0.10%,1.7,0.10%,ERR2607468,ERR2607468,Engineered:Wastewater
hg38.all,0.00%,1.2,0.10%,SRR5790634,SRR5790634,Host-associated:Mammals
hg38.all,0.00%,6.0,0.00%,SRR17188289,SRR17188289,Host-associated:Insecta
hg38.all,0.10%,3.3,0.10%,SRR10527385,SRR10527385,Host-associated:Plants
hg38.all,0.00%,3.1,0.00%,SRR15604550,SRR15604550,Host-associated:Mammals
hg38.all,0.10%,5.3,0.10%,ERR4398710,ERR4398710,Host-associated:Animal
hg38.all,0.00%,10.5,0.00%,SRR11267066,SRR11267066,Host-associated:Insecta
hg38.all,0.00%,1.0,0.00%,SRR12272165,SRR12272165,Host-associated:Mammals
hg38.all,0.00%,2.0,0.10%,SRR1631381,SRR1631381,Host-associated:Human
hg38.all,0.00%,8.7,0.10%,SRR17188287,SRR17188287,Host-associated:Insecta
hg38.all,29.10%,2.2,39.50%,SRR6145083,SRR6145083,Host-associated:Human
hg38.all,0.00%,2.3,0.20%,SRR13713033,SRR13713033,Host-associated:Mammals
hg38.all,0.00%,4.1,0.00%,ERR2709787,ERR2709787,Host-associated:Plants
hg38.all,0.00%,3.1,0.00%,SRR1916583,SRR1916583,Engineered:Lab enrichment
hg38.all,0.00%,8.3,0.20%,SRR6490003,SRR6490003,Host-associated:Microbial
hg38.all,0.10%,1.7,0.20%,ERR2607409,ERR2607409,Engineered:Wastewater
